user,review,rating
Muhammad Syarifuddin,"Aplikasi taik, masa pindah titik lokasi yg lebih deket digunakan biaya sama aja kan rugi banyak saya, giliran pindah titik jarak lebih jauh biaya nambah harus dan wajib, dan aplikasi gak mau tau, emng2 nyarinya untung terus, tapi uang orang tetep dimakan",1
Yovi Maria Kristanty,Kecewa Gw Sama Ini Aplikasi Sumpah!! Dari pertama gw selalu pakai selalu bisa maklum tapi ini kali pertama gw gak bisa toleransi ke Tidak bagusan aplikasi gojek!! Gw Order GoFood Otomatis Gw mau makanan di anter tapi adalah lagi tambahan pickup sendiri (Orang Somplak Apa Yang Udah Order Aplikasi dan Pergi Ambil Sendiri) Gw gak di konfirmasi mau pickup sendiri gaknya. Se umur gw pake ini app pertama x ini lah gw udh gak tahu lagi mau ngo apa sampe CS nya aja gak bisa kasih solusi Yang Masuk Akal!,4
Nathania Astrid Amanda,"Sekarang gojek mahal, jadi kecewa. Aku yg anak kos mau berhemat jadi gabisa, malah harus sering puasa. Biasanya gratis ongkir malah sekarang jarang banget gratis ongkir dan jam ekonomis nya skrng LABIL BANGET, berubah² gak kayak taun² sebelumnya. Biasa juga salah satunya beli martabak 12rb semenjak ada ongkir jadi 17rb alhasil gapernah beli lagi, hadeh kecewa.",1
Yuli Dawami,"Next tolong ditingkatkan lagi sistemnya min tadi saya pesan gocar dan menaiki taksi yg sesuai dengan aplikasi...eh setelah saya sampai tujuan entah kenapa aplikasi gocar saya pesan gocar lain, padahal taksi yg saya naiki sesuai aplikasi 🫠 dan saya tidak pesan double gocar... sistemnya tolong lebih canggih lagi, karena saya gk double klik pesanan saat itu",3
Vlog Boboboy,"Biaya Aplikasi selalu di sematkan dipotongan driver tiap orderan tapi aplikasi nya sering bug eror ga karuan . Fix penjajahan ke driver ini mah Cek di apk goSend , driver tidak bisa ambil nomer HP penerima pdhl pelanggan sudah input data nya. Crosscek lg kalo ga percaya min Mimin yg paling pintar",1
retno apriliani,"Semua mitranya pemalas! Tidak ada yang bersedia mengambil orderan ketika hujan, pdhl saya sebagai customer tidak apa jika menunggu agak lama asalkan pesanan sampai. Tapi selalu kena cancel. Itu mitra nya di nina bobok an saja klo musim hujan, gausah kerja, manja !",1
Delta Mudzaki,"Halah, pesen go food mau pake yang mode cepat juga sama aja boong, terlambat terus. Dah gitu ga dapet kompensasi apa apa lagi. Gua tau kadang susah nyari driver tapi setidaknya dapat kompensasi kek. Mesen makan jam 3 pagi datengnya jam set 5 pagi tuh kayak apa ya.....",1
Novi Elpeu,"Aplikasi cepet banget keluar/logout sendiri. Entah aplikasi ku sendiri atau semuanya. Bug atau gimana gak ngerti deh. Mengganggu banget kalau tiap kali buka aplikasi gojek harus login terus. Minimal kalau demi keamaan login secara berkala aja seminggu sekali. Ini tiap kali buka harus login. Gak efisien, spam kode verifikasi jadinya",2
nugraha rayhan,"tiap pesen go ride selalu lama dapetnya, mau ujan ato engga, selalu lama, nunggu sampe setengah jam lebih juga ngga dapet dapet, ngga rekomen buat yang lagi dikejar waktu, perbaiki tuh yang suka matiin aplikasi",1
Kitler,Applikasi ini Sering banget ngebug khususnya pas gofood.pada estimasi waktu serta lokasi driver.waktu dan lokasi driver nya tetap dan tidak bergerak (diam).tolong diperbaiki bug ini sangat lah menyusahkan,2
Desi Amelia,"ini gofood ga bisa di cancel udah nunggu sejam, driver ga dapet dari restonya di delayed tapi tetep ga cancel. kan mau nyari makan yg lain jadi susah, mana pembeli ga bisa cancel sendiri. please, kalo dari restonya delayed lama bisa ga otomatis cancel aja",1
Ruffina Pramadyta,"Pelayanan cs nya sangat buruk, mungkin bahkan salah satu yg terburuk. Customer hanya menanyakan tentang akun apakah bisa dipakai atau tidak, bukannya dijawab malah diperlakukan buruk oleh cs dengan fitnah sana-sini. Saya sampai bingung, apakah saya tidak memahami bahasa Indonesia apakah cs yg sengaja memperlakukan customer secara buruk? Sekali lagi, saya hanya bertanya. Udah bener pindah grab aja, layanan cs nya bagus",1
dewi aisyah,"Kecewa bgt sama gojek, pesen gofood udah nunggu lama bahkan melebihi estimasi waktu tp status tetep ga berubah dgn keterangan mengalami kendala dalam mencari driver, dan akhirnya malah pesanan dibatalkan, udah nunggu lama banget padahal, kenapa ga ada pilihan batalkan pesanan ? Sudah nunggu lama laper"" malah dibatalkan gitu aja ! Plis lah kasih pilihan kalo estimasi udh telat harusnya ada pilihan batalkan pesanan jadi konsumen ga perlu nunggu lama !",1
Andy Sanjaya,"Biasanya ada share perjalanan kalau lagi naik ojek, updatean terbaru malah ngga ada menunya, bolak balik cari menu share ngga ada malah mabok pusing mau muntah, dijalanan sambil nyari tombol berbagi perjalanan yg lagi naik ojek. Malah makin jelek aplikasinya bikin kesal",1
Andi Ramdani,"Saya membuat pesanan gofood, alamat seharusnya ke alamat default yang saya gunakan seperti biasanya, anehnya alamat tujuan dari order ini malah tidak sesuai, bahkan jauh. Padahal GPS pada perangkat saya juga sudah aktif",1
Viana “A” 001,"Aplikasi gojek sangat bagus dapat memesan makanan lewat aplikasi online, Jujur sangat puas saat memakai aplikasi ini. Tapi untuk menemukan alamat masih agak tidak benar, Banyak Abang gojek yang kesasar ataupun tidak pada rumah yang benar, Padahal aplikasi gojek saya selalu saya perbarui setiap tahunnya dan untuk maps nya sudah versi terbaru di hp saya dan juga jaringan saya lancar, itu saja permasalahan, semoga aplikasi ini dapat berkembang maksimal di kemudian harinya❤️❤️,",4
akabepe,"1. Kejadian arahan map/rute ke tujuan, di tampilan driver dan di tampilan pengguna tidak sama, saran agar dicek 2. Saran agar driver diberi pelatihan mengenai attitude dan pelayanan customer, khususnya rute2 tamu (contoh : dari bandara, stasiun dll), contoh pengalaman barusan ketika tamu membandingkan dgn pelayanan taxi terkemuka di tanah air, driver mengatakan ""kenapa tdk pakai taksi tersebut sj kalau bgtu..",1
Azzahra Aqilah Putri,"Tolong maps untuk goride atau gocar maupun gofood diarahkan ke arah yang lebih dekat, terjangkau dan mudah diakses. Jangan malah diarahkan ke jalan yang lebih jauh dari seharusnya. Ada jalan yang lebih mudah dan dekat kenapa harus diarahin ke yang lebih jauh sih. Tolong dibenerin.",3
ryanti christianna,"Hati2 teman2.. Permainan sistem gojek.. Status makan di draft tidak bisa dihapus.. Tiba2 otomatis pembayaran dan status gofood jadi dalam proses.. Padahal gak tekan apa2. . Operator juga tidak koperatif.. Jangan sembarangan tautkan pembayaran otomatis.. di ubah agar ganti alamat juga tidak bsa.. dan herannya, alamat histori pembelian bisa diubah. Chat ke operator hnaya diberikan pilihan pertanyaan. Tolong hati2 ya... Sangat merugikan customer, apalagi yg pembayarannya pakai debit",1
marettha firdaus,"tidak disarankan lu mesen mending klo pesanannya batal, ini udah engga bisa di batalin nunggunya super lama akhirnya beli aja sendiri alasannya lagi nyari driver tak tanya langsung ke resto nya ""EMANG KALO GOJEK MAH APLIKASI NYA SUKA EROR TADI ADA 2 ORANG JUGA SAMA""...WHATT udah menyampaikan keluhan ke cs tau tau nya yg bales BOT Komputer dah pokoknya tidak rekomended sama sekali",1
Eca Harun (echa),"Gk jelas gojek ini makin kesini,, biaya layanan makin mahal,,,gopay pinjaman juga gk bisa di pakai ,, percuma nawarkan limit besar tapi tidak bisa ditarik, terlalu banyak persyaratan minta data. Penolakan tanpa sebab yg jelas,, tidak bagus lagi.",1
Farhan Muhammad,"pelayanan nya jelek, driver terkesan pilih pilih customer,kalo bisa tolong fitur rating user bisa di lihat,jangan hanya untuk driver doang, pesan dari lama enggak ada yg Nerima,sedangkan teman teman saya yang baru order langsung di ambil,kecewa kecewa",1
Riichie,"Yang terburu-buru jgn pesan GO-JEK, karna kata drivernya gak boleh ngebut², emang dilarang oleh GO-JEK.. Semua driver gitu.. Wajar aja, saat saya bilang ""ngebut kak, saya telat"" Speed maximal 40KM/jam, ya pasti telat lah..",1
Iqbaal Here,"Kesel banget, gopay plus tiba² dibalikin regular, upgrade gopay plus ditolak mulu udah puluhan kali, padahal udah sesuai kententuan, KTP cuman dipakai di akun ini, verifikasi wajah udah sama, sama KTP, jadi gabisa tranfer sana sini, udah email cs ga dibales, gimana ini? edit: udah email cs nya ga pernah dibales tolongg :) btw udah baca ngatasi nya lewat bantuan dan ga membantu",1
Putry Balqis,"saya baru saja memesan goride. sudah dapat driver, tapi driver nya malah berputar arah tidak sesuai maps alamat saya. driver juga tidak dpt di hubungi, sudah setengah jam saya menunggu sambil memantau lewat maps tapi tetap saja driver tidak menuju alamt saya. al hasil driver tersebut tidak dtg. bahkan pesanan telah di batalkan. padahal sebelum nya saya sudah coba membatalkan pesanan tetapi tidak bisa, malah setelah menunggu sangat lama pesanan itu sudah di batalkan begitu saja. mengecewakan",1
Jonathan Evan Halim,"Parah banget, pesen gofood udah nunggu sejam tapi ternyata malah dibatalkan karena tidak dapet driver. Kenapa tidak diantisipasi lebih awal. Ketika bertanya kepada customer service untuk status, dikatakan makanan sedang dimasak. Tapi pembelian nya dibatalkan. Lucu sekali GOJEK INDONESIA!",1
Lisaari,"tolong dong diperbaiki saya pesen makanan dengan estimasi 45 mnt namun sering telat, kadang Driver"" sering cancel begitu aja dan Juga pemberitahuan dapat driver dan cancel itu lumayan lama dan saya udah nunggu lama. terkadang udah nunggu lama banget tiba"" ada pemberitahuan ""seperti semua driver sedang sibuk""Astagah sumpah kita nunggu dari lama kadang lebih sejaman setidaknya kalo nggak bisa dari awal kasih pemberitahuan kami lebih awal, jadi kami nggak nunggu lama bukan malah tiba tiba dicancel!",1
RONI SUARDI,"Ga bisa cancel, lokasi jemput dan tujuan terbalik padahal lokasi titik lokasi jemput sudah tiap hari satu arah tidak pernah bolak balik, ubah lokasi tujuan bayar dobel.",1
Novi Tria Susanti,"Nyari drivernya susah, lama, untuk ojek ataupun pikup barang. sekalinya dapat dibatalin terus sama drivernya. Apalagi kalau di wilayah jakarta. Drivernya pada pilih pilih jarak dan ongkos.",1
Aga Kim,"Parah, diaplikasi 18 menit tapi aslinya sejam lebih 28 menit. Orang laper keburu pingsan, mana orderan nggak jalan, dibatalin nggak bisa. Terlanjur nggak pesen makan lainnya eh malah dibatalin alasan nggak dapet driver. PARAH!!! 4x kejadiannya sama kayak gini.",1
Vista Sasmita Padmanagara,"Ganti rute perjalanan di tengah jalan malah kena denda 15.000 eh ditambahin lagi biaya aplikasi 10.000, dasar elit perusahaan otak udang, kepiting kikir! Bikin kebijakan baru gk kasih pengumuman apapun ke customer. Giliran di komplain malah kasih angka yang gk masuk akal. Jam padat apanya, jelas-jelas harga di aplikasi cuma beda beberapa ribu dari harga awal 48rb. Masa di aplikasi 56,500 saya malah harus bayar 81,500 (belum termasuk denda). Jarak kedua rute sama-sama 10km sekian, gk logis. Cuih",1
Lidya Zahratussaidah,"Mengganggu banget plis iklannya, setiap ke aplikasi dan ada iklan gofood selalu saja saat tekan tanda silang malah pergi ke websitenya. Maksa banget, berkali2 ditekan pun sama aja, bikin ga nyaman dan emosi.",1
Aulia A.A (aul),"Saya sangat kecewa terhadap aplikasi gojek, karena aplikasi nya seperti mengalami error, saya memesan gocar (memang sedang macet) dan di aplikasi awalnya tertulis nya 3 menit lagi dan tiba tiba berubah menjadi 10 menit dan ternyata ketika saya cek gocar nya sudah sampe di tujuan",2
baton safari kukuh,Kapok isi saldo besar keamanannya lemah. Masa tiba2 saldo melakukan pembelian otomatis tanpa pin dan prmberitahuan. Udah diatas 100 ribu sekali transaksi nilainya. Bahaya juga klw begini terus tiap transaksi gak ada pemberitahuan dan pin,1
Yudha Husni,"Mudah di hack, masuk aplikasi via google,youtube,dll Sudah dua kali dibajak.. Setiap kali top up pasti diklaim transaksi via aplikasi lainnya. Melalui nomor tidak dikenal.. Mohon gojek indonesia melalui go pay agar lebih seleksi lagi. Kapok saya..",1
Meyla Ariany,"Untuk gofood tolong tambahin fitur bisa upload foto dong untuk review kaya di grabfood udh bisa. Biar jd bukti kalo makanan yg dikirim tuh suka beda banget ama judul atau foto menu. Judul dan foto misalnya jumbo tp nyatanya yg dateng dikit/ kecil bgt. Ga sesuai juga ama harganya yg mahal kadang tuh. Buat referensi juga utk kalo mau beli bisa liat review2 org dgn foto, jd ga ketipu. Ga cuma review tulisan2 doang. Ni saya abis pesen gofood kecewa, udh fotoin tp ga ada fitur upload foto.",3
Mahrin S.Z,"driver nya selalu meng klik sudh dalam perjalanan padahal belum jemput, kan saya jadi tidak tau driver nya sampai mana, tolong dong di perbaiki supaya kalo pelanggan belum benar2 di jemput, status dalam perjalanan nya tidak bisa di pencet🙏🏻🙏🏻🙏🏻,saya suka kesel kalo drivernya selalu seperti itu, saya jadi tidak tau posisi drivernya di mana",5
Mama nina dan aisa,"Aplikasi bagus tapi sayang driver gocar maupun gosend mobil skrg banyak yg menyebalkan sering cancel SE enaknya apalagi klo musim libur atau pas hujan, alasannya ongkos murah potongan banyak..trus ngapain jadi driver taxi online klo pilih pilih..mohon untuk diperbaiki lagi mitra mitra driver gocar",5
imam,"Sekali pinjam pakai gopay pinjam lancar, pembayaran sebelum jatuh tempo, pas pinjam yg kedua kali gagal di tolak padahal cuma 500rb, nggk ada kontak customer service, lewat email nggk bisa, dialihkan ke alamat bantun yg ada di aplikasi, aplikasi yg nggk jelas. Terlalu privasi. Seharusnya di cantumkan nomor telepon costumer service",1
Na Rizna,"Aplikasi sekarang ini makin jelek banget, gofood jarang banget ada promo malah promo nya harus pake jenius dll terus klo pesen gocar itu sekarang makin susah karna ada zonasi jd klo mau pergi jarak jauh susah dapet nya apalagi saya suka dinas ke daerah dan itu susah banget dapet gocar untuk kebandara Tolong dong aplikasinya konsisten seperti yg lama jd mempermudah pelanggan, yg sekarang malah mempersulit pelanggan",3
Lusia Rachmawati,Banyak terbantu dalam berbagai kondisi. Sedikit koreksi terkadang titik tidak sesuai dengan alamat yg ada dan ada driver yg menolak mengambil hanya karena jarak ataupun kemacetan. Semoga bisa semakin lebih baik demi kenyamanan konsumen. Trimakasih,4
cak mega tukang pijat and keyboartis mojosari,"Tolong tambah feature agar kami bisa memilih driver yang siap jadi nggak semua ngacak dan akhirnya kecewa. Bila memungkinkan, tambahkan menu agar kami bisa berlangganan dengan driver pilihan kami Lebih mahal tiada mengapa, yang penting tidak kecewa",3
Papa Keken,"Sejauh ini senang pakai aplikasi ini, untuk bayar ini itu & transfer sgt membantu. oh,y diskon besar gofoodnya klo bisa jgn cuma untuk pembayaran tertentu saja, tp cash dan pembayaran seperti Gopay diberikan potongan besar jg. atau ada diskon khusus akun yang sudah lama (loyalty customer) terima kasih.",5
Kalashnikov,"Hampir sama seperti tokopedia, awalnya bagus, namun banyak perubahan biaya yang jadi lebih mahal, terlihat driver membutuhkan uang lebih, biasanya jika saya membayar murah, maka makanan saya tidak diantar karena tidak mendapatkan driver, itupun sudah 3×, dan biaya pengiriman yang tambah mahal, maaf untuk Value For Money, Shopee Food, dan Grab masih lebih baik, maka mohon untuk diperbaiki",2
Nur Aeni,"Sekarang susah banget dapet driver, mereka terlalu pilih pilih... Males! Pdhl saya selalu kasih tips, udah bertahun tahun pake skrg kesel banget drivernya kalo gamau pick up yaudah langsung cancel aja jngn dibiarin kita nunggu lama lama gak gerak gerak, gak mau konfirmasi juga!!!!!",1
Muhammad Ghani Syahbana,"Mohon untuk bagian per-iklanan jangan biasakan langsung masuk ke aplikasi apa lagi langsung ke produk. Saya mengalami eror sistem yang mana melakukan transaksi tanpa saya pencet sendiri, baiknya dari pihak resto mau membatalkan mengingat kondisi sedang hujan yang mana susah mencari driver",1
Hananta Dewangga,"mitra banyak yg lama ambil order akhirnya saya yg sering cancel order, banyak yg cancel order kalau makanan jadi makanan pas datang sudah dingin,, lama waktu terbuang buat tunggu mitra datang,,, kalau ada fitur rating mitra yg cancel mungkin sudah panen bintang 1",3
Satria Muhammad P,Overall bagus tapi ada sedikit ketidak puasan dengan gopay. Secara keseluruhan sudah bagus tapi sebagai gamers pc yang pengen gak ribet pake 2 aps sekaligus transfer sana sini akan lebih bagus kalo gopay bisa untuk pembayaran game di pc web seperti steam dan epic game,5
Hakika Amasena,"Mohon maaf apk nya error malam tahun baru,setelah dilakukan pemesanan langsung error dan pesanan hilang,driver juga mengeluhkan hal yg sama. Tidak ada tombol laporan keluhan juga di apk. Mohon segera penanganannya ya min",1
Dian Hendriany,Min mana nih mode gelap nya? Saya udh perbaharui setiap waktu tp mode gelap di hp android blm bisa juga. Saya Disabilitas Low Vision dan mata saya lebih nyaman kalau pakai mode gelap/ Dark Mode. Karena kalau Light Mode terlalu menyayat mata jadi pusing rasanya.,3
Cheiry Alghifary,"Aplikasi sialan, selalu di alihkan ke gopay latter, padahal jelas ga' tertarik dengan sistem gopay latter yang lintah darat, tapi setiap transaksi selalu muncul metode pembayaran gopay latter ga' sadar tau-tau ada tagihan dengan bunga yang besar.",1
NR* Tambunan,"Pakai aplikasi kendaraan online berharap mempermudah mobilitas. Pada kenyataan ketika hujan turun yg namanya mobil & motor syusyah syekali dicari, yg ada di cancel trus 😭 tolong klo nyari rekan driver mobil yg beneran nyari kerja bukan iseng aja ngisi waktu...",2
Abdi Satyanegara,"Mau gosend tiba tiba dibilang perubahan harga uda jawab setuju tp harganya ga berubah ubah, begitu terus berulang ulang jadi ga bisa pesen. Payah aplikasinya, kecewa jadi ga bisa pesan!",2
Leo Juan,"Kecewa banget, tadinya banyak promo tapi setelah terlalu sering digunakan jadi hilang promo nya, mahal pula, sering ga dapet driver pula padahal banyak aja driver yg terbaca di map, entah karena driver nya pada males atau ga cepat tanggep utk wilayah kota Palangkaraya, gimana tuh jadinya? mending pindah ke aplikasi sebelah.",1
Hadix Gunz,"Aplikasi yg bagus,, sangat membantu untuk keperluan sehari2,, tapi minusnya kalau lagi hujan, para driver food sering menghilang entah kemana gk ada sama sekali,, alasan di aplikasi pada sibuk,, tapi kalo gk ada hujan,, mereka ada,,, aneh aja,, rezeki di tolak karena hujan,,mungkin dari gojek bisa kasih solusi ke mereka,, terima kasih.",4
Dede Tea,"Masalah gosend ngeselin asli keterlaluan lu ya. Ada notip perubahan harga sy click ok. Muncul lagi notip perubahan harga lagi sy ok in lagi. Berulang ulang ok ok ok, tapi apa, tetep gak bisa pesen gosend nya. notip itu muncul terus berapa kali sy ok in, sama terus gimana sih. Sampe pusing",3
NanBitzz Gaming,"Aplikasi ini sangat membantu, tetapi banyak kekurangan juga salah satunya keterlambatan untuk menjemput pelanggan. Saya tau keterlambatan tersebut karena ada kendala di perjalanan, tapi kalo bisa mencari rute yang aman dan sepi dgn pengendara jadi lebih cepat untuk sampai. Terima kasih :)",5
Rully Harisman,"Bugs nya banyak banget terutama saat pesan custom gofood, catatan hilang sendiri jadinya pesanan salah, ini fatal sih Kemudian add topping walaupun sudah dicentang masih gak ngupdate... Proses bisnis utama dari aplikasi ini yaitu pemesanan malah bugs fatal disana...",1
Nazifa Auliyah,"Untuk apk gojek yang TERHORMAT Kenapa ya dengan go car skrg ??? Pada nggak mau ambil orderan dengan alasan TARIF TIDAK SESUAI !!! Kalau kalian gk mau dengan tarif segitu . Gak usah ikut gocar .. malah semua minta order offline aja dgn tarif 50rb padahal tujuanku cuma 1,4km dari titik jemput .. khusus untuk sopir go car . Intinya Gak usah ikut aplikasi kalau gak mau tarif segituuu. Toh kita milih juga sesuai dengan tarif di Apk kok !!!!!!!!!!",2
Timothy Desta Network,"Ah kok ribet sih mau log in aja ada opsi verifikasi wajah, di skip eh malah balik ke input nomor HP. Dicoba sekali lagi malah ada kendala teknis, eh di suruh nunggu 60 menit lagi. Ribet ah! Harusnya itu opsi aja boleh lewati, malah nganggu.",3
Atik Supartika,"Ketika lupa goto pin, diminta pulihkan akun dengan ganti nomor baru. Setelah diikuti ternyata tetap diminta goto pin yg jelas2 lupa. Buat laporan, diminta transaksi 3 bulan terakhir, karena sudah lama tidak menggunakan gojek, jadi tidak bisa mengisi transaksi 3 bulan terakhir, karena selama 3 bulan terakhir tidak menggunakn gojek atau gopay. Alhasil saldo yg sempat di topup ga bisa digunakan karena ga bisa masuk akun gojek atau gopay. Udh 3 bulan masalah nya ga ada solusi",1
rita anggraini,"Sebelumnya sy senang sekali menggunakan aplikasi ini, tidak ada masalah baik transportasi go ride, go car ataupun go sendnya, tapi sy kecewa 2 hari ini aplikasinya ngak bisa dibuka, 5x sy unsinstal trus instal lg, pertama - tama bisa trus tidak bisa lagi, semoga kedepannya lancar, anehnya apk lain tidak apa².",3
Bunga Riska Wijaya,"Saya sudah 2 kali tiba-tiba kepesan sendiri buat gocar nya, padahal sebelumnya saya berkali-kali di cancel juga sama driver yang lain. Cukup kecewa karena alasan nya kejauhan padahal setelah dilihat tidak terlalu jauh & kepesan ngak sengaja 2 kali itu benar2 membuat saya panik. Semoga ada perubahan nya.",3
Aurelia teta,"Menurutku go-jek ini sangat membantu dan ternyata harganya nggak semahal itu kok masih banyak diskon atau promo menarik dalam menggunakan go-jek dan juga di dalam go-jek ini ada juga pemesanan makanan yang sering sekali aku pakai karena malas keluar, itu sangat membantu dan lumayan banyak promonya tetapi ada juga driver yang kadang mengesalkan. Namun tidak banyak jadi tetaplah memakai go-jek 💜💜",5
Agus Rukamto,"Tidak bisa melakukan pembatalan pesanan gofood, karena tidak sengaja pesan, padahal ga sampe 10 detik mau di batalin ga bisa. Tolong di perbaiki ya untuk pembatalan pesanan khusus yang tidak sengaja di pesan, minimal ada 1 menit untuk waktu pembatalan pesanannya",1
K1ana,Tolong di perbaikin goride hemat nya selalu hilang terus²an padahal sebelumnya ada terus pake goride hemat sangat membantu saya karena bukan sekali atau 2 kali saya pakai tapi selalu pulang kerja sangat menghemat ongkos saya jadi tolong perbaiki,5
Berlian Enjelina,Pesan makanan malam hari tpi pesanan terlalu lama datang sampai ganti 3x driver dan status telat...saat ingin membatalkan pesanan tidak bisa dan respon cs gitu2 saja..tolong di perbaiki!,1
Bg Moes,"Ribet, beda jauh dengan MAXIM, Kalau MAXIM Simpel, titik jemput bisa kita atur sendiri, Kalau GOJEK mengikuti titik biru di Maps, sedangkan titik biru di Maps bisa pindah pindah,.",1
Risky Art,"Sudah hampir 3 bulan Paylater ku di blokir,,katanya akunnya lagi di review tapi kok gak selsai2. Padahal bayar gak pernah telat dan gak pernah di pake aneh2..dah lah mending uninstall aja apk gak berguna gini mah..",1
Fulgensius Lejiu,"Aplikasi sedikit aneh, mau pakai yg paket apa saja tidak ada perbedaan nya saat order kendaraan, banyakkan driver tapi kasih yg jauh untuk menjemput dengan jarak yang di tuju lebih dekat.",3
Steven Nuel,"draft alamat penerima & pengirim untuk GoSend sudah disetting dan disave, tapi kenapa kalau besokannya mau pakai draft yang sama selalu ga ada pilihan draft-nya di bawah form pengisian alamat pengirim & penerima? plis lah, percuma dong buat draft malah harus setting-setting lagi",2
Evan Glh,menurutku apk gojek ini sebenernya bagus cuma posisi driver itu jauh-jauh semua untuk di Kota Kendal. kalo lagi buru-buru nunggu driver yang jauh juga membuat lama jadi molor. yang aku senengin mapsnya udah sama kaya google jadi ga perlu setting titik jemput dan titik pengantaran,3
ira dwi lestari,"Performa gak oke terutama untuk gofood, sistem resto terima order lebih dulu baru mencari driver tidak efisien, berkali kali order sudah nunggu berjam jam pesanan gak bisa di batalin, di tunggu tidak ada kejelasan tiba-tiba malah pihak resto yang ngebatalin kecewa banget!",1
Atapbiru Residence,Kali ini kedapatan error system. Dounble gocar yg tdk dipesan. Kita sdh smpai tujuan. Tiba2 gocar slanjutnya telpon dan infokan sdh tiba di lokasi jemput. Padahal tdk pesan. Minta bayaran karena gak ada pilihan utk cancel. Tolong dong system d prbaiki. Karena kita harus bayar double. Trimakasih,2
irfanadisini,"Gojek masih saja ruwet, mbok di kasih menu menyingkirkan resto yang tidak saya minati! Awal tahun selalu reset promo, pusiing, mau di andalkan, ganti tahun malah bencana, voucher reset semua, pelit, Gopay ruwwet , .. 👎🏿 Aplikasinya kurang sipp .. Bagaimana bisa menyingkirkan menu food yang tidak kita minati ?! Nonggoool terus Tuku nasi goreng teko Ngasem , masuk akal nggak ?! 🤦🏻‍♂️ Nggak usah kebanyakan filter , tampilkan saja semua yang terdekat .. Dan singkirkan yang tidak saya sukai !!!",1
Robert Ismaya,"Admin, tolong ini gofood merchant nya ada yg jualan nya ga sesuai dgn yg tertera di menu gofood nya, tp ga bisa batalin order nya, kita mau komplain, chat CS, dibatasin quick chat, ga ada pilihan chat nya utk cancel order krn resto gak bener. Tolong di respon ya min.",2
Bunga Nurhaliza,"tolong banget adain fitur chat buat ke resto nya, susah banget tau ga kalo fitur chat tu cuma ada pas resto nya ngabarin jadi ga bisa request pesanan kita. terus juga kalo emang GA ADA DRIVER tuh suka ga cepet"" konfirmasi, ini mah orang udah nungguin lama eh ujung-ujungnya dibatalin karena ga dapet driver nya. mohon untuk aplikasi nya segera diperbaiki karena setelah saya baca review lain rata-rata keluhan nya sama, jangan cuma bales terimakasih atas masukannya doang.",1
Agung Maha,"Ketika masuk gang/jalan yg belum ada nama jalannya (jalan perumahan baru), titik sudah benar, jalan di maps jg sudah ada cuma blm isi nama jalan, lalu pesen gojek/gofood, Tp pada akhirnya driver berhenti di jalan utama, krn titik point td pindah dengan sendirinya ke jalan utama.",1
Dendi Sanjaya,Mau menyampaikan keluhan susah banget Apalagi terkait transaksi yang dibatalkan oleh mitra itu sendiri karena pelanggan memilih trip hemat. Memang tidak boleh ya pelanggan memilih trip hemat? Kalo begitu untuk apa diadakan?,2
Sandrian Rudiana Putra,"Tolong dong benahi lagi untuk resto yg udh tutup atau ga bener ,saya pesan gofood dari jam 1 siang sampai jam 3 sore ga bisa bisa , udh 2x ganti resto udh 5x ganti driver tetep ga bisa pada ngeluh titik resto nya ga ketemu ketemu / resto nya tutup 🤦🏻",1
Mahmud Syarif,"Pelayanan aplikasi nya buruk bgt, selalu dicariin driver dari titik yg sangat jauh ,padahal dket"" titik jemput banyak, Tolong deh di bnerin lagi kinerjanya jgn ky orang amatiran baru kemarin bikin aplikasi deh,",1
Cahyono ecko,"Aplikasi tidak bisa dipakai, mau order gojek & krl selalu notif internet mati atau aktifkan sinyal gps. Reset data ga bisa login lagi notif terkendala teknis.",1
Bimo nugroho aryo ehwani putro,"Aplikasi nya sudah bagus,banyak fitur dan animasi yang menarik. Menurut saya aplikasi ojol paling bagus adalah gojek.Mungkin perlu ditingkatkan lagi secara manajemen dan juga efektifitas operasional sehingga harga sahamnya bisa naik😄",5
roey 87,"Parah ni gojek,gopayleter saya tidak bisa digunakan keterangan akun diriview sudah 2 minggu,padahal pembayarran tidak pernah telat,sebelum jatuh tempo sdh dibayar,percuma limit besar tidak biso digunakan",1
Resha Siswanti,"Gojek udah ga kayak dlu. Skrg ongkirnya mahal. Ongkir gofood untuk jarak 1 -2km kayak ongkir untuk jarak 7-10km. Trus ditambah ada biaya layanan juga. Kalo pake mode hemat, prosesnya lama banget. Blm lagi nunggu dapet drivernya. Trus untuk goride kadang susah dpt drivernya. Padahal di lokasi sekitar ada banyak driver. Aplikasi juga sering error.",1
Ananda Putri,"Sudah pesen 2 kali dan nunggu berjam-jam tidak bisa dicancel, setelah nunggu lama banget gojek baru tercancel secara otomatis tanpa bisa konfirmasi ke cs melalui aplikasi nya",1
arie yudha christianto,"Makin mengecewakan. Nunggu 30 menit-1 jam.. Terus dapet driver. Ternyata masakan nya baru di masak, terus tadi waktu 1 jam buat apa? Dibatalin ga bisa. Chat resto ga bisa .. Ini SOP Gojek kaya mana sih.. Temen pake aplikasi sebelah lancar2 aja.. Maaf, tapi saya akan pindah ke aplikasi sebelah GOJEK SANGAT MENGECEWAKAN",1
Elvira Nadya Maharani,"Sistemnya bikin males. Tulisannya bakalan dapet driver setelah makananmu siap, tapi udah nunggu lama malah batal karena ga ada driver. Katanya makanannya sedang disiapkan. Udah nunggunya lama malah batal. Mana dari kita ga bisa dibatalin lagi.",1
