user,review,rating
Ritwika Goswami,"There should be an option to disconnect WhatsApp from Internet connection. Edit: It's a number based platform which allows to receive incoming calls, however scams and unwanted callers call too. There should be an option to stop receiving calls from unknown numbers. They can call/text us only if we allow them to. Without this feature it's getting dangerous to use this app, just can't switch because of official reasons.",1
Bella Pearl,"For some reason my locked chats folder is no longer visible. The only responses I got from WhatsApp was from their bot, that after offering solutions that I tried and none worked said it was puzzled. Rather than a human agent entering the chat, the bot changed the subject and said that they don't provide support for the other subject that has nothing to do with my matter. Then it stopped responding. Do better WhatsApp. I have work-related chats I cannot access because of this failing.",1
Elsa G.,"Recently, I've been having issues with sending messages to specific chats. I will open one chat and send the message, and it shows that it went elsewhere. I literally almost sent sensitive information to the wrong person, and no, I'm not mistaking the chats. This has happened a few times",3
NARUTO AMV,"WhatsApp is the best at what it offers. However, since the last major update on its voice & video call user interface, the ""end-to-end encryption"" appears before the ""calling/ringing"" information on top of the screen. That is so annoying when you are in a hurry and want to see whether or not that contact is online via the ringing info. Remove the ""end-to-end encryption"" message above the call or just put it somewhere else! That's not as important as knowing if that contact is online or not.",1
Champagne Supremacy,"WhatsApp is really great, but I wish they had a scheduling feature for sending messages in the standard version. There are so many times when I need to text someone at inconvenient moments, and having this feature would seriously save the day and make my experience so much better. I really hope I can reach out to the team about this. Thanks!",3
Lavish Vasita,"I’ve been using WhatsApp for a very long time and always trusted it as a reliable platform. However, the recent update is really disappointing. Messages are not delivered on time, which completely disrupts communication. This is unacceptable from such a reputed app that millions depend on. I hope the team addresses these issues quickly because this is not the standard we expect from WhatsApp.",1
Michael Zeblon,"Whatsapp is a very useful and amazing app... But this new update is insanely terrible. The status/updates section is now wack, I prefer the vertical look over the horizontal layout, and being able to sort of get a preview of the status before clicking. Etc. It would have been much better if status/updates and channels had separate sections, that way it would go back to having that iconic horizontal layout. And channels would be there for... Whoever needs it.",5
Adeola Adeyemi,"WhatsApp is an amazing app; kudos to the brains behind it! However, I don't like how my contact status is displayed. I have to swipe over... contacts or search. I find that feature very annoying and stressful. Can it be rectified? If yes, please help! I'm dissatisfied at the moment. The feature came on in less than 24hours. I need help to get it back to how it was, I can't deal with this new feature displayed on my screen.",1
sudman arpon,"Since the last update you cannot resume a call on hold, there is literally no option to resume like previously. The only thing you can do is end the call..after making the person wait on line, it's horrible. And the auto rotation, is still completely broken now. When it's supposed to be in landscape it's portrait and vise versa. It cuts off most of the video cause it's in the wrong Orientation. And with picture in picture mode.. it's so much worse.",1
Sharon de Vries,"Having your phone 24/7 allows me to try several things. It is a great tool to keep you busy. Waiting for the next thing to happen your phone is a device that can connect to family and friends watch favorite clips and keep you focused. Various incite full platforms can be reached and you can browse the net for educational, interactive, meaningful, medical, media development, learning skills and various development at your finger tips. Easy device but powerful. Feedback on issues can be optained.",5
Sean Connolly,"While I like WhatsApp for the ability to call family and friends, the most annoying feature is the chat backup feature. Even though I have this feature turned off and don't want it, I keep getting reminders on my phone that my chats aren't backed up. Even following what is on the WhatsApp faq page, this still pops up on a daily basis. I would have scored more than 3 stars of this didn't bug me at all.",3
Kakiarifu,"I do love this app, but whenever i played a game while calling with my friends, the call ends automatically. And this keep happening all the time whenever i played with my friends and my friend have to call me countless time over and over again cause of this. I want you to fix this issue asap. So i dont need to switch back and forth my tabs cause of the call ends automatically.",1
Janice Foo,"Having problem getting a verification code when switching to new phone, once the sms failed to verify, have to wait for 8 hours to get the sms verification again. Tried voice call but the message wasn't clear, when failed, have to wait for 30 minutes again. Kindly allow at least 3 times for sms verification as we are not very clear on transferring to new phone because we don't change phone so often. Really frustrating.",3
Lyn O,This would have been a 5-star app if it offered the Message Scheduling feature! Also why did the photo selection feature change to not allow us to expand the photos from within the gallery view any more? It's difficult for us to ensure the correct photos are selected if there's no immediate way of expanding it to confirm.,2
Erin de Blois,"my only complaint is that pop up notifications are no longer allowed for ""my version of Andriod"" (Samsung S23, fully up to date so it's not like it's an outdated version of Android) and I no longer get notifications on my lock screen (presumably because of the pop up notification issue), which is disappointing. Otherwise I love the app and have no complaints.",4
Brooklyn Snyman,"I've never really had any problems with the app before and it's really good for everything, calling, messaging and so on but I noticed that recently whenever I try to post a video, not only is the video blurry but it takes long to send and not only that, it says didn't send. I don't blame this on the internet connection because it is working perfectly fine. I tried to post the same video multiple times but it just wasn't sending. It's really frustrating because I have reasons. Please fix this.",3
You tube,I can't see the Meta AI button or icon in search bar. 1. Updated to the latest version. It is supported in my country and I have more than 80 gb of storage space left. 2. Can see meta ai when connected as a companion device. 3. Unable to see when connected as a standalone device.,3
Salman Farsi,"I request the developer team to hide the numbers of archive chats from incoming messages to the home page. its really irritating and disturbing at the same time as I did not want any notification from those chats. If I need to see then I can see from going to the archive messages through the setting,not on the homepage. I hope you will fix it soon.",3
Henrix,"The art of ruining what was good. After the last update, the screen will turn off after reproducing an audio message or voice note, and I have to press the power button so the screen comes back. The app keeps functioning normally, it's the screen that goes black for a few seconds. Like this wasn't enough, after the screen comes back to normal, I can't pause the audio anymore. This issue makes the app nearly unusable. Fix ASAP.",1
Macyla Meyer,"I don't really know what to say,I've never really had a problem with whatsapp, It's just recently I can't put vids on my status, if it does allow me, it's just a black screen but doesnt play anything, it's like there's nothing, and I can't see people's status (which are also videos), it does this every once in a while, but it's done it completely now, I've tried everything. It's starting to irritate me so so much. Other then this,it's a pretty good app(when it doesnt have its moments sometimes)",3
Dennis Shia,"Thanks. This apps is used as a substitute to SMS (or text in US), but please note that there is a bug especially for the most Bluetooth headsets, Usually most call (outside WhatsApp) hang up and the audio switch directly to ""audio"", especially when playing a music or watching a video, but when I got a call in WhatsApp, they only remain in ""calls"" after they hang up. It's really annoying that I have to turn the phone call audio off in order to swtch back to ""audio"" again.",5
John Sullivan,"Every update brings improvements but also new bugs downgrades. When attaching gallery the new proprietary-ish UI fails to offer Browse and Search the older one had those. When adding reactions, the reactions sometimes don't show at the bottom of groupings of photo/media consistently. Minor things, but how such things gets missed is worrying. There's no direct way to give this feedback so public on the app store it is then.",4
Janet Mustapha-Esteve,"For over or about 6 months now, my WhatsApp messenger has been frustrating me. My phone hangs each time I open the WhatsApp. I have uninstalled and reinstalled it several times. I had even wiped off the data on it. It's still doing the same. At first, I thought it was my phone storage, and I kept on deleting files on my phone. It's still the same thing. If the fault was from my phone, it would affect my WhatsApp business, too. I just uninstalled it now and am currently downloading it now.",1
Pottleby,"WhatsApp has always been an amazing app. However, there's room for improvement. Voice messages transcript is one of it. If you have more variations for choosing the languages, that would be great. Because some of the countries, they use more than 1 language. Also, we still can't choose to be or not to activate the voice message transcripts. We may accidentally off the voice message transcript and turn out to redownload and activate it again, which is quite frustrating.",4
Tharde Peter,"WhatsApp is a good messaging app. The new updates like mentioning friends on status and customising themes is really dope. However, there are some mistakes that have not been corrected. I thought it would but after about 5 updates, the error still remains. 1. It should go back to being arranged according to latest uploads. 2. When I send a text and close WhatsApp, it appears as though the message was left on read until I send another text. 3. Showing different time from when message was sent.",2
Jewel Barua,"WhatsApp is a popular and easy-to-use messaging app that offers free text, voice, and video calls over the internet. It has end-to-end encryption for privacy, supports group chats, and allows sharing of media and files. The app also features clear voice/video calls and Status updates that disappear after 24 hours. Overall, WhatsApp is a reliable, secure, and cost-effective way to stay connected globally. Highly recommended!",5
Alif H. S.,"Some bugs pops-up lately, especially when scrolling through a group chat, and channel, it keeps on skip-scrolling up. And there's also an update issue in channel, there's a late update where a channel has updated more than 5 and I only received 2 or 3 updates. These are just 2 out of much more bugs that I experienced. Please fix these bugs instead of adding more feature to the app. Thanks",2
Ali Mazhar,"""WhatsApp is my go-to messaging app! It's easy to use, reliable, and offers end-to-end encryption for secure conversations. The file sharing and voice/video call features are also super convenient. My only suggestion would be to improve the privacy settings and reduce data sharing with Facebook. Overall, WhatsApp is a great choice for everyday messaging!""",5
Nicole Ashby,"Worst support ever. Can't even open the app without it crashing. Tried to use the ""Help"" option and if you want to have an actual person try to look at your issue, forget about it. Same responses constantly and no update, just AI computer responses. 3 days now and nothing has changed. Still a nightmare, into the 4th day. Uninstall whatever update effects A71 samsung phones",1
Mohammed Bansi,"WhatsApp has completely transformed the way I stay connected with friends and family! The ease of messaging, voice calls, and video chats makes it so convenient. I love the group chat feature, which keeps everyone in the loop. Plus, the end-to-end encryption gives me peace of mind knowing my conversations are secure. Highly recommend it to anyone looking for a reliable communication app.",5
Hassan Abubakar,"WhatsApp is a nice messaging app however, I would like some features to be looked into. 1. Make it possible for someone on the other side of a call between 2 persons to be able to mute the other person's audio. This would help mitigate unnecessary noise sometimes. 2. When uploading a photo or video there was room to see what you want to upload, put a caption, filter or anything of such but now it's no longer like that. Please look into this. Generally the app is okay though.",4
Prabhat Racherla,"The pay icon that has appeared in the input text area is very annoying. Whenever I want to send messages to someone I accidentally end up clicking on it. That's the wrong place to put that. Its annoying. Like there are 3 places from where you can pay someone. Why do you need 3? Its not at all user friendly. You have attach, pay, camera, voice record. All next to each other. It's a phone not a laptop that you can squeeze so many in the same place.",1
Daniela Parra,"With the new update, The camera on Whatsapp doesn't work properly. Sometimes goes black, or it says captured failed, so I have to take photos wuth my phone's camera instead, making the process longer., Another thing, is that sometimes doesn't let me do videos either, and again, I have to record with my phone's camera. Furthermore, it is difficult to find photos that I want to send, as it doesn't show my photo folders, it only shows recent photos. Samsung A53",4
Damsara Batagalla,"This is a really great messaging app. I really enjoy the features. But the new "" Chat Themes"" aren't available yet tho. (I've got a Samsung galaxy tab a7). All my friends and family have access to it. And I've upgraded to the latest version as well. Hope it comes out soon or I'll go crazy waiting EDIT: I got the update. Its sick, but it for some reason isn't compatible with ""Side-by-side view""",5
Shivamani Beemanadham,"You are rolling out the reactions to messages feature, which is good. Could you please introduce the Double Tap feature too, like in Instagram? It is much needed. Also, it would be great if you keep the ""Disappearing Messages"" customisable for both the parties. One should be able to keep the feature off for themselves while the other one keeps it on for him/her and vice versa. Also the duration for the same should be customisable as per preference",5
Craig Johnson,"WhatsApp is WhatsApp, there's no going back now. However here's a BUG REPORT: on Android (in my experience), listening to audio messages/files is a mess. Once playing, the screen goes black/the phone locks. When unlocked, the embedded player is then unresponsive and the audio plays through the earpiece and not the speaker. The user has to shut down the app to stop the audio. I share a lot of audio messages with my bandmates so this would be a deeply appreciated fix. Thank you Zuck.",4
Facu Pudenti,"a few things: first there should be an option to disable backup of gifs. Second, statuses are very confusing for older people. I am in my 20s but elderly people I know often upload pictures unintentionally. Better settings for them should be implemented. Third, when someone sends two consecutive stickers and they line up one next to each other you cannot select the messages.",3
Sultan Hadi,"Whatsapp is an excellent communication app that easy to use and highly reliable.Its end-to- end encryption ensure privacy,and features like groupchats , voice notes ,and professional use. However ,it could improve by introducing more customization options and better storage management . Overall, it's a must have app for staying connected.The audio also lowers when this happens,difficulticating the use of voice message.",5
Wendy Wilkin,"Please don't try and fix what's not broken!! The app was working amazingly and deserves 5 stars, but...now, when typing a message, it suddenly highlights a section of letters for no reason and no matter what I do to get rid of the highlights it just deletes it!!! So then I have to type it all over again!! It's extremely frustrating. 🙏🏻 please sort this out.",2
Sheikh,"It's not as good and flawless as it used to be. Edited messages are not sent sometimes. Sometimes, I edit the message, but the change doesn't show until I exit the app and open it again. Previously, 5 chats were allowed to be pinned. It now only allows to pin not more than 3 chats. New: if I want to remove text from an uploaded image, it doesn't allow. I have to put a something like dot or a character to change it.",3
Bibi Shaheena Shah,"Awesome experience with WhatsApp! The ease of communication, seamless file sharing, and end-to-end encryption make it a top-notch messaging app. I love how I can quickly connect with friends, family, and businesses. The interface is intuitive, and the features are constantly evolving. WhatsApp has truly revolutionized the way we communicate. Keep up the fantastic work!",5
Roman Axel,"# Option 1 ""Simple. Reliable. Secure. Messaging at its best."" # Option 2 ""Fast, easy, and private messaging for you and your loved ones."" # Option 3 ""Connecting you with the people who matter most. Privately and securely."" # Option 4 ""Say it with WhatsApp! Fast, reliable, and secure messaging for all."" # Option 5 ""Your personal messaging space. Private, secure, and always available.""",5
IanRyan Bett,"Idk why it keeps freezing on my phone. I've heard other Samsung users complain about the same issue. It freezes the whole android system... not just the app. as long as the app is open, the entire phone struggles to stay smooth. Scrolling through chats has also become a problem. You scroll up slowly then suddenly it skips to an hour earlier... then yiu have to scroll down again.",1
ieda norieda Idris,"I'm having an issue with some features on WhatsApp that I haven't been able to access yet. Some of my friends have been able to use the ""songs in status"" feature and customize their WhatsApp themes, but I don't seem to have those options available on my app. I've tried restarting my app, making sure it's updated to the latest version, and all that, but I still can't see the features that others have. Are you selecting user who can use that feature?",1
「ꜱʏᴀɪꜱʜʏᴄᴀᴛ」,"What the hell is wrong with the voice message seriously? Everytime I want to listen to it, my screen would blacked out and the sound is lowered. I keep having to listen to it again and again to hear them properly. Pls fix this. It is a problem since my friends is too lazy to message so they sent voice recordings instead. The ""File can't be downloaded"" is so annoying. It is even more frustrating because it is work and school related which is urgently needed so why does it didn't get fixed yet?",1
ATIF Pathan,As much as I love Whatsapp and have had great experiences. Lately I've been having a constant issue with my WhatsApp. If I select multiple videos to upload to status the videos will play it sound but show the thumbnail of tre next video And sometimes when I view images on my status that I uploaded the images won't display on full screen. It will display halfway and it will be transparent where I can see the videos/images of my status in the background,5
Mior Hafidz [D],"The only lack I see is that it doesn't have the feature that enables user to make customizable status privacy. Instead of only ""My contacts"", ""My contacts except..."", and ""Only share with..."". User can have variety of options for status privacy. For example, user can create one list for his status only visible to his male contact, one for his female contact, one list for his friends at work place, etc.",3
D S,"I recently added both my accounts together in one app (I need to have phones in two countries) and notifications only show for the active account, meaning having to check in on the other account multiple times a day so I don't miss anything important. Just use a dual application system... Something that should be more convenient, just isn't.",3
Esther Owolabi,"If I go offline for a long time like 3hrs and above, those that posted something on their status during the period when I'm offline- I won't see any updates at all. And if I message someone before I go offline in that time range and I come back online to see if the message has been delivered or read, I won't receive the message indicator(the tick sign) for received or seen. I have updated, deleted and redownload the app several times but no improvements. Please can you fix this bug???",2
Shwetha Shashi,"WhatsApp is hands down the best messaging app out there! It's super fast, easy to use, and packed with features like voice and video calls, group chats, and media sharing. The end-to-end encryption makes chats secure, and the seamless sync across devices is a game changer. Whether for personal or professional use, WhatsApp keeps me connected effortlessly. Highly recommended!🫰✨",5
Hwee San,"Think the new transcript option is useless? Cannot transcript if we are talking in chinese.. if want to have this option, then make it universal.. english and chinese is basic. And it is soooo soft when we make phone calls. Couldn't hear the other party voice at all! Voice messages play by ear is also very soft. Please improve. Thanks.",2
Soumyadeep Acharyya,"Love the new WhatsApp look! Easy to use with the bottom bar. But, it's annoying when calling someone who's offline, it doesn't say they're offline and countinues to ring. Please fix! Edit: I've got an idea. Can you add different sections of file format in groups? Like PDF, Images, Videos and gifs so that it'll be easier to watch them seperately in their own compilation so that my group will never be messy because of chats and it'll not be very difficult to find it.",4
Zita Maria,"Some ideas for your next updates 1. Please Introduce scheduling messages 2. Allow us take screenshot of profile pictures like before 3. A way of saving a video statuses from others because sometimes they mightnt see the message requesting for that status on time. Other than that, the apps nice and the updates of video messaging, channels, sending HD pictures, editing messages after being sent, among the rest are very nice. Do you even care about our reviews???",3
Noel C,"App crashing for the last 4 days. Cannot open it, originally said there was a bug. Uninstalled and installed the app several times along with restarting my phone. Still won't open. When I logged in on another phone it said I was banned due to Spam. I haven't being spamming and this came without a warning. Help center has been of no help since Friday. I don't know how to get it working again",2
Chikere Vivian,"""I've been a loyal WhatsApp user for years, appreciating the efforts to improve the app. However, the recent update has been disappointing the video quality on WhatsApp Status has deteriorated. Despite uploading high-quality videos, they appear blurry, whereas they look great on other apps. I've ensured my phone settings are set to HD, but the issue persists.Another frustrating change is the rearrangement of Status updates. They're no longer displayed in chronological order, making it difficult",2
Muhammad,"Hi here are a few suggestions you can consider for future updates. Do consider adding customisation for downloading media. The current version is good where it can download specifically what media for mobile data and wifi. However it would be great if each individual chat would have the customisation as well. Where contact i choose to download all media photos and videos, while contact be i only opted for photos only. please consider this. thankyou.",4
Archie 221B,"The chat transfer to new device is close to impossible to do successfully, same with Gdrive backup, just loads forever. I've been waiting DAYS. Additionally the support is just an AI which keeps repeating same answers like a broken record. Absolutely useless support enslaving an AI. There's only 2 options for chat history transfer and neither work. Additionally, most other apps have the entire chat history once you log in. Failed me.",1
Pradeep Singh,"In the latest update of WhatsApp, there is a bug. When we change the color of chat, the normal double ticks and double blue ticks on the sent messages look similar (white in color). Users can't confirm whether they have been seen or not by the receiver. Please fix this bug.",4
aanchal soni,"Features like video call background aren't working properly. An image is stuck on my video call background. No matter what I do to reset background, remove effects, clear cashe, nothing is working. It has become embarassingnto make video calls. The Team is unsupportive, I have been trying to reach out to help cebtre to get some Human support. No one is there to help. Bad service in cases of technical glitch. Highly disappointing for such a big brand that Whatsapp is.",1
Ikhankan,"This app was great, but my problem is that my chats were never there when I downloaded it in a different phone even though I've backed up all my chats. Plus, most recently, it keeps deleting all my contacts! The app is already updated and I keep restarting my phone but it happened again and again and again with no rhyme nor reason. It's just so frustrating.",1
mr Surendra,"In is an easy to use, affordable device. You can block anybody you don't want to communicate with as well as anybody you don't want to communicate with. And also end-to-end eneryption, which ensures that all messages, called, photos, and video shared on the platform are secure and private. Text message: Enable users to exchange instant text with no SMS charges, from quick updates to long chats. Voice and video call anyone globally. Group video calls allow up to eight participates, meeti.",5
Mallika Chandra Mohan,Edited in2025: I have been using WhatsApp almost 10 years. It has grown and evolved so much in this time. For the better 😀 Good integration with Contacts. Video quality and audio are fantastic. I recently changed my phone to Samsung (from Redmi). My fonts are not as good as the old phone. Please fix it if possible. Thank you for the great app!,5
Mano Rajput,"December 30, 2024 From my point of view, WhatsApp is a fantastic messaging app that makes it easy to stay in touch with friends and family. I appreciate its simplicity and the ability to send messages, share photos, and make voice or video calls for free. The end-to-end encryption gives me peace of mind about privacy. However, I also see the downside of constant notifications and the pressure to respond quickly. Overall, I think WhatsApp is a great tool for communication, as long as it’s used mi",5
Conroy Thorpe,"I trust that everyone is good and that I will receive a response ASAP. This has been the second time I woke up to see where a Mac device is linked to my WhatsApp. I've never once paired my application with another device, yet it seems someone is able to hack into it without a QR code. Can this issue be looked into immediately.",1
EILEEN IHEJIRIKA,"The list feature worked for a while on my app before disappearing. A star has been docked to get your attention. Otherwise it's a Great app. Amazing UI. Just a suggestion, could there be an adjustment to section the groups just like the communities? It would really help with sorting and organisation. Also, kindly move the archives to below the chats. It kinda defeats the purpose if I can always see it. Thank you.",4
Sandra Roberts,"Hello, WhatsApp team. I have been facing an issue since the latest update. All the names of my family members and friends are missing and their phone numbers are visible, and it's bit frustrating since it's been a week. At first I thought it's a normal issue and it will get fixed automatically on it's own, but it didn't. I hope WhatsApp team will review the matter and fix this bug soon. Thank you.",3
Noushad Nizar Ali (Noushad's Intuitions),"WhatsApp is a great messaging app with useful features, but the Channels layout needs improvement. After subscribing to a channel, the Status tab shifts horizontally, making it less user-friendly. It would be better to have a separate tray for Channels instead of cluttering the Status section. This would improve accessibility and user experience. Hope WhatsApp considers this in future updates!",5
Thorricane Thornado,"Ok, so uh, W updates so far, but there's one I literally just thought of right now, it just popped up in my head. You know how we can search for past messages while in a group and also search for messages straight from the home page of Whatsapp, how about you add a feature were we can search for mentions/tags, like inside a group, just a button that will send you to all your previous mentions/tags, so we don't have to worry about missing them when the group is flooded with tons of messages.",5
Kate Venter,"Hi I'm having some issues and need some help. When I go into the app, it just closes by itself. I've cleared cache, deleted and reinstalled the app, and nothings working. My storage is also fine so I don't know what else I can do. I also can't go into the app long enough to look at any settings and make any changes there.",4
A_ndre,"Always been a great and reliable app.. However with the forced roll-out of 'Meta services', my previous 4 star rating is no longer fitting. I understand the world is moving towards AI and that's great if you care, but I don't. I have no problem with the inclusion of said service, but only if controls are made available so those of us who wish to disable it can disable it.",1
O Redmond,"Recent update Now I can't upload and send photos from specific albums in my phones camera library. I could before, and this was vital to my work. But now, when you select to upload a photo and browse albums, there are only 5 to choose from: camera, WhatsApp, downloads, video, or screenshots. I have dozens of albums saved that hold separate photos, downloads, videos, etc, and now I can't locate any of them to send content from these files. Well done, WhatsApp. Well done.",1
Daniel Bächli,"Top-tier app, but UI inconsistency with the blue double checkmark. Next to a message, it means the message was read. On the Info screen, it’s just a header for the read timestamp. This is misleading, especially if read receipts are disabled. In that case, messages never show a blue checkmark, yet the Info screen still does, possibly suggesting the message was read. A small UI tweak could improve clarity.",5
Habiba Chowdhury,"Good...WhatsApp remains one of the most popular messaging apps, but there are areas in which it could improve. The interface feels a bit dated compared to some modern alternatives. Adding more customization options for themes and chat layouts would enhance the user experience. Additionally, the media management system could be more intuitive—organizing images and videos, especially in group chats, can be cumbersome. While it’s reliable for messaging and calls, an update to the overall look and",3
Disa Prajapati,"After switching to pixel 9 the app constantly crashes. The reason for this happening is when I use the feature built into the phone where we can go backwards to the previous screen. What makes the app crash is, from the main page if I click on a WhatsApp notification, respond, and then swipe ""back"", the app instantly crashes. Also, responding to any message with an reaction crashes the app. This has been occuring for months now.",2
Jo Ku,"It just to be better. Now editing text is much worse: cant position the cursor in middle of the text, instead it just picks a whole word. So to add a word mid sentence, you basically need to first delete another. Secondly image sharing doesn't show whole image, only a square of it. In practice, to share a specific image, you need to first check it in phone's gallery and then remember which image you wished to share.",2
The Real Seidel,"Overall good, but it's getting worse. Messages sometimes don't get pushed and come in when opening the app. Same with incoming (video)calls. It suddenly says you have 3 missed calls and people texting me why I'm not picking up. The ""typing bubble"" like in FB messenger makes the text jump up and down, annoying feature when responding on a certain reaction. Move it back in the ""modus"" under contacts' name. Selecting emojis takes up half the screen, with half of it empty. Good job Meta.",3
Alice Pierce,"Good app but transferring everything to a new phone is a nightmare. It took me 4 hours of frustration. The QR code transfer kept freezing up, taking about an hour and 7 attempts. Then it was struck on ""initialising"" for 2 hours (tried everything). Eventually had to make an online backup (another hour), delete all my chats from both the old phone and the new, and reinstall with the backup. Finally worked. Please, do something about this. I had imagined a nicer way to spend my Sunday.",2
Hafizi Musa,"Hi WhatsApp, I love your app and how it connects people. However, I've noticed some issues I'll like the team to include in one of their future releases. 1. An edit option for the status update. This will make updating status more user friendly and lessen the burden of deleting in situations where there's an oversight. 2. There should be validation error in times you exceed the character limit while typing a text status update so I don't see a shorter text after hitting send without notice.",5
Michael Edozie,"In the previous versions, whenever my phone is in silent mode and I'm watching stories and statuses, the videos don't play audio and I really enjoyed it that way. Now there's no way of watching statuses without the audio playing. Please do something about this. Since the last update, the status videos have become laggy and skips, it's a mess.",3
Nicholls9uk,"Great app but.......it used to work perfectly until bought a new phone last November. Since then an intermittent fault keeps happening. I type a message and press send and it disappears and hasn't been delivered. I then have to close the app and retry again. Sometimes even that doesn't solve the issue and I have to reboot the phone. I also have an issue with whatsapp calling, I'm not getting notifications that someone is calling and if I try to ring, it shows as though it's connecting but not.",4
Ankit Bilolikar,A very good messenger. All you features are excellent. Recently added privacy point that no one can take a screenshot of profile photo is just great like you always say 'end to end encrypted'. According to me I think that you want to add a one more feature that shows the list of peoples from contact who seen our profile photo. It should be come out over rolling days. I really hope you add this feature as soon as possible. Anyway yours application is the best ever.,5
Xypleth,"Color space management/conversion is horrible. Turns shared images green, shifts/desaturates color. Only in this app, when sharing photos that are captured with Samsung default settings, they get badly converted to a different color space and/or don't include ICC profile, and they show up with wrong colors. This is an ongoing issue I've experienced ever since owning phone for half a year, tested another Samsung phone, same issue.",1
Kafula Mulenga,"The New update has hidden all my photos received on WhatsApp...that is so inconveniencing...if I wanted to hide them, I think I would have done it myself...these new updates keep ruining simple things that have to be kept simple, even simply selecting an image to send is now complicated, the outlook itself is outrageous...take down this issue of hiding folders, whoever suggested it got it so wrong...atleast seek permission from individuals. Not cool, so not cool.",1
Sohail 88,"""Dear WhatsApp Team, I love using WhatsApp for my daily conversations, and I appreciate the recent integration of Meta AI. However, I noticed a feature that's missing in Meta AI - the ability to select text by long-pressing on it. As a user who frequently chats with others, I find this feature extremely useful in ChatGPT. It allows me to quickly select and copy text, making my conversations more efficient. I would greatly appreciate it if you could consider adding this feature to Meta AI in WP.",5
Joseph Bastin,"Really frustrated with WhatsApp’s scrolling bug. When I scroll up slowly in long chats, the app unexpectedly jumps to much older messages, making it nearly impossible to read recent parts of conversations. I’ve tried clearing cache, reinstalling, and even switching devices, but nothing fixes it. This persistent glitch severely disrupts my user experience and communication. Please address this issue ASAP.",1
Zameera Latchman,It has been a great experience using the communication app. The only thing I find that should be is that poll and events or whatever feature are add should be available to be use for broadcast messages as well. Not everyone one want to be in groups as well as I the user would like to get personalise feed back if I send out a broadcast. Calls are great no complain there.,4
Srijan Panicker,"I really don't like the newer version of whatsapp, it was so good back then! It's almost impossible to share videos to anyone! Only 25 mb video but shows 10 hours to go, I have to try multiple times then it rarely goes, I don't know what's the matter, my network is good, every other platform works great, but this has so much issues!",1
Mohan Sahu,"I have been unable to back up my chats since 12th Fed. The backup size also keeps increasing everytime I start it anew, and it has currently reached 1.1 gb. My Google account has auto-sync turned on, whatsapp is fully updated too. The bar stays full at 100% for hours, but the backup never uploads, with a message showing ""Google storage experiencing issues"" when it stops. I have done the recommended procedures in the app, but nothing is helping. Please look into this matter. Edit: Same again",5
Fabian,"Transfer to S25 Ultra always fails. Direct Transfer, Google Drive Restore, Restore from local backup...everything. This just makes Whatsapp useless. Finally fix the phone transfer and get along with googles or samsungs phone switch software, this has been an issue for years and is unbearable. Either you loose all chats or at least a couple messages.",1
Kumari Fernando,"WhatsApp was one of the best apps I used, but updates have made it frustrating. Every update changes icon placements, making features hard to find. Also, we can’t zoom in on photos anymore, which is a big issue, especially for office documents. Sometimes, I take a screenshot of a friend's DP for birthday statuses. WhatsApp should allow users to control DP visibility while preventing screenshots without permission. These changes would improve the user experience.",2
batrisyia yusof,"Overall, I love WhatsApp and its features, especially the music option on Status. However, some songs are still unavailable when I search for them, and the quality of photos and videos is disappointing. I've tried multiple tips and tricks to fix the poor quality, but nothing seems to work. I hope the WhatsApp team can address these well-known issues. Thank you!",4
Audra White,"WhatsApp used to be a simple messaging app—now it’s a privacy nightmare wrapped in endless monetization schemes. Meta wants your data, your attention, and eventually, your wallet. End-to-end encryption? Sure, but your metadata is up for grabs. Instead of focusing on messaging, they shove in Channels, ads, and useless features no one asked for. I just want to text, not navigate a corporate cash grab disguised as an app.",1
Selma Sumane,"I think it's nice, but the biggest issue is the videos. You can't share longer videos than 5 min?? That's ridiculous. Also, when the video is too long, I shorten it, but when I send it, it doesn't do anything, just shows retry. Please do something about this. But everything else is ok. I like that you can add filters on video calls and can speed up the voice messages. Maybe you could make a slow version too?",3
Michelle Charles,"Over the many years using WhatsApp, I've found it to be a great, user-friendly app that facilitates easy connection between friends and family. However, something happened yesterday (Jan 8) that forced me to do a backup of the app. Shortly after that occurred, the app became inaccessible. Within a few seconds of the app opening, it closes. I sent a report and tried rebooting, to no avail. Please tell me what I need to do to access the app again. Thanks.",3
Julia K,"It's a good app and I'm very grateful for it as it allows my long distance partner and myself to have unlimited phone calls. What's annoying is that some parts of the app change constantly. The phone call screen keeps changing between two versions where the buttons are in different places. Recently it changed twice in one day! So annoying and unnecessary. The quality of calls has also been pretty poor recently, regardless of internet connections used and where we are.",3
Belle Voerman,"it's really a nice app, a lot of options for pictures, saving them e.t.c. only thing is... i have an android (samsung) and with the latest update, I saw you could do ""effects with the magic wand"" while video calling or making pictures on whatsapp. this however does not pop up on my screen, I went to setting and saw that ""effects"" was turned on. I turned it off and on again several times, and it does not work. if you can help, please do. thanks.",4
Innocent Anderson,"This is a must have app. I have been usin ever since I got a smart phone and I have grown with it through many useful updates. All the same I don't know if this is my issue alone or we are a number but when I connect to a computer via WhatsApp Web, I have to switch off WI-FI on my phone so that it won't automatically logout due to memory issues. Instead of switching off internet on my phone, I would prefer a better way to control the amount of data synchronized.",5
